Combinations;actual;mean;std;z-score
('BPD', 'MDD', 'SZC', 'TOURETTES');30;4.55;7.78;3.27
('BPD', 'MDD', 'SZC', 'THYROIDDISEASE');6;0.57;1.66;3.27
('MS', 'SJOGRENS', 'SZC');43;8.2;10.65;3.27
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'MDD', 'SLE');14;1.65;3.78;3.27
('ADHD', 'ASD', 'BILIARYCHIRROSIS', 'RA', 'SLE');8;0.91;2.17;3.27
('AUD', 'GOUT', 'PREECLAMPSIA', 'RA', 'SLE');6;0.57;1.66;3.27
('ASD', 'BPD', 'RA', 'SJOGRENS');5;0.49;1.38;3.27
('BPD', 'MDD', 'RA', 'THYROIDDISEASE');6;0.57;1.66;3.27
('ADHD', 'GOUT', 'SZC', 'TOURETTES');6;0.57;1.66;3.27
('BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'SZC', 'TOURETTES');6;0.57;1.66;3.27
('AUD', 'GOUT', 'RA', 'SLE', 'SZC');8;0.91;2.17;3.27
('ANOREXIA', 'CHRONICPAIN', 'SZC');74;14.34;18.26;3.27
('BPD', 'MDD', 'MS', 'RA');101;21.9;24.21;3.27
('CUD', 'GOUT', 'SLE');24;3.72;6.2;3.27
('ANOREXIA', 'CUD', 'MDD');30;3.88;7.99;3.27
('ASD', 'BILIARYCHIRROSIS', 'RA', 'SJOGRENS');5;0.49;1.38;3.27
('BILIARYCHIRROSIS', 'MDD', 'MS', 'SLE', 'THYROIDDISEASE');6;0.57;1.66;3.27
('BILIARYCHIRROSIS', 'MDD', 'PARKINSONS', 'SJOGRENS', 'SLE');6;0.57;1.66;3.27
('ADHD', 'PARKINSONS', 'PREECLAMPSIA', 'RA', 'SLE');12;1.32;3.27;3.27
('ASD', 'BILIARYCHIRROSIS', 'RA', 'SJOGRENS', 'SZC');5;0.49;1.38;3.27
('BILIARYCHIRROSIS', 'BPD', 'GOUT', 'PARKINSONS', 'SZC');12;1.32;3.27;3.27
('BILIARYCHIRROSIS', 'IBD', 'MS', 'SLE');15;1.98;3.98;3.27
('ASD', 'BILIARYCHIRROSIS', 'MDD', 'PARKINSONS');15;2.15;3.93;3.27
('BILIARYCHIRROSIS', 'MS', 'SLE', 'THYROIDDISEASE');6;0.57;1.66;3.27
('ASD', 'BILIARYCHIRROSIS', 'MS', 'RA', 'SJOGRENS');5;0.49;1.38;3.27
('BPD', 'CHRONICPAIN', 'MS', 'RA', 'SLE');17;1.97;4.59;3.27
('ASD', 'BILIARYCHIRROSIS', 'MDD', 'SLE', 'SZC');21;2.73;5.59;3.27
('ASD', 'BILIARYCHIRROSIS', 'MDD', 'SJOGRENS', 'SZC');6;0.57;1.66;3.27
('MDD', 'MS', 'PARKINSONS', 'PREECLAMPSIA', 'SZC');9;1.32;2.35;3.27
('MDD', 'MIGRAINE', 'RA', 'SLE', 'SZC');16;2.23;4.21;3.27
('BPD', 'GOUT', 'MDD', 'PREECLAMPSIA', 'RA');6;0.57;1.66;3.27
('ASD', 'BILIARYCHIRROSIS', 'MDD', 'MS', 'SJOGRENS');5;0.49;1.38;3.27
('BILIARYCHIRROSIS', 'BPD', 'GDM', 'GOUT', 'RA');6;0.57;1.66;3.27
('BILIARYCHIRROSIS', 'MDD', 'MS', 'THYROIDDISEASE');6;0.57;1.66;3.27
('BILIARYCHIRROSIS', 'MDD', 'PARKINSONS', 'PREECLAMPSIA');18;2.98;4.59;3.27
('ASD', 'AUD', 'RA', 'SZC');27;4.14;6.99;3.27
('ANOREXIA', 'BILIARYCHIRROSIS', 'MIGRAINE', 'PREECLAMPSIA', 'SLE');5;0.49;1.38;3.27
('BPD', 'GOUT', 'MIGRAINE', 'MS', 'RA');5;0.49;1.38;3.27
('BILIARYCHIRROSIS', 'CUD', 'MS', 'SLE');24;4.14;6.08;3.27
('ADHD', 'ASD', 'AUD', 'BILIARYCHIRROSIS', 'BPD');6;0.57;1.66;3.27
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'MS', 'SLE');12;1.57;3.19;3.27
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'PARKINSONS', 'PREECLAMPSIA');5;0.49;1.38;3.27
('BILIARYCHIRROSIS', 'MDD', 'SZC', 'THYROIDDISEASE');6;0.57;1.66;3.27
('ADHD', 'ANOREXIA', 'BILIARYCHIRROSIS', 'RA', 'SZC');21;2.98;5.51;3.27
('BPD', 'MDD', 'RA', 'SZC', 'THYROIDDISEASE');6;0.57;1.66;3.27
('ASD', 'BILIARYCHIRROSIS', 'MDD', 'SJOGRENS');6;0.57;1.66;3.27
('BILIARYCHIRROSIS', 'RA', 'SLE', 'THYROIDDISEASE');6;0.57;1.66;3.27
('BPD', 'MS', 'RA', 'SLE', 'THYROIDDISEASE');6;0.57;1.66;3.27
('AUD', 'MDD', 'MIGRAINE', 'RA', 'SLE');5;0.49;1.38;3.27
('BPD', 'MS', 'PARKINSONS', 'SLE', 'SZC');31;5.3;7.86;3.27
('ASD', 'AUD', 'BPD', 'MS', 'SLE');6;0.57;1.66;3.27
('AUD', 'MDD', 'MS', 'PARKINSONS', 'SLE');5;0.49;1.38;3.27
('BILIARYCHIRROSIS', 'MDD', 'RA', 'SLE', 'THYROIDDISEASE');6;0.57;1.66;3.27
('MDD', 'MS', 'RA', 'SZC', 'THYROIDDISEASE');6;0.57;1.66;3.27
('AUD', 'CHRONICPAIN', 'PARKINSONS', 'SZC');18;2.31;4.8;3.27
('BPD', 'CHRONICPAIN', 'MDD', 'TOURETTES');6;0.57;1.66;3.27
('SJOGRENS', 'SZC', 'THYROIDDISEASE');6;0.57;1.66;3.27
('ADHD', 'MDD', 'MS', 'RA', 'SLE');20;3.23;5.13;3.27
('ADHD', 'ASD', 'AUD', 'MDD', 'SLE');5;0.49;1.38;3.27
('MS', 'RA', 'SZC', 'THYROIDDISEASE');6;0.57;1.66;3.27
('BILIARYCHIRROSIS', 'BPD', 'CUD', 'RA', 'SZC');29;4.55;7.47;3.27
('ADHD', 'MDD', 'PARKINSONS', 'PREECLAMPSIA', 'RA');6;0.57;1.66;3.27
('ADHD', 'MDD', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');6;0.57;1.66;3.27
('ADHD', 'IBS', 'MDD', 'SZC');6;0.57;1.66;3.27
('ADHD', 'MDD', 'PARKINSONS', 'PREECLAMPSIA', 'SZC');5;0.49;1.38;3.27
('ADHD', 'MDD', 'PREECLAMPSIA', 'RA', 'SZC');20;2.89;5.23;3.27
('BILIARYCHIRROSIS', 'PARKINSONS', 'SZC', 'TOURETTES');16;2.57;4.11;3.27
('AUD', 'MDD', 'PREECLAMPSIA', 'RA', 'SZC');12;1.48;3.22;3.27
('ADHD', 'MIGRAINE', 'PREECLAMPSIA', 'SLE', 'SZC');8;0.91;2.17;3.27
('BPD', 'GOUT', 'MS', 'PARKINSONS', 'SZC');5;0.49;1.38;3.27
('ASD', 'BILIARYCHIRROSIS', 'MDD', 'SLE');22;3.48;5.67;3.27
('BPD', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');33;5.72;8.35;3.27
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'MS', 'RA');23;3.14;6.07;3.27
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'SZC');14;1.73;3.75;3.27
('MS', 'RA', 'SLE', 'THYROIDDISEASE');6;0.57;1.66;3.27
('ASD', 'MS', 'SLE', 'SZC');34;6.8;8.33;3.27
('ASD', 'MS', 'RA', 'SLE');37;5.28;9.69;3.27
('ASD', 'MS', 'RA', 'SJOGRENS');5;0.49;1.38;3.27
('ASD', 'MS', 'PARKINSONS', 'SZC');26;3.72;6.82;3.27
('ADHD', 'BILIARYCHIRROSIS', 'CUD', 'PREECLAMPSIA', 'SLE');5;0.49;1.38;3.27
('MDD', 'MS', 'SZC', 'THYROIDDISEASE');6;0.57;1.66;3.27
('AUD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'PARKINSONS', 'SLE');5;0.49;1.38;3.27
('ASD', 'MDD', 'SJOGRENS', 'SLE');6;0.57;1.66;3.27
('ASD', 'MDD', 'RA', 'SJOGRENS');5;0.49;1.38;3.27
('MDD', 'PREECLAMPSIA', 'RA', 'SZC');72;15.84;17.18;3.27
('MDD', 'PREECLAMPSIA', 'SLE', 'SZC');73;13.5;18.19;3.27
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'PTSD', 'RA');6;0.57;1.66;3.27
('ASD', 'MDD', 'MS', 'SJOGRENS');5;0.49;1.38;3.27
('ADHD', 'BILIARYCHIRROSIS', 'IBD', 'MS', 'SLE');5;0.49;1.38;3.27
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'RA', 'SLE');41;6.21;10.65;3.27
('ADHD', 'BILIARYCHIRROSIS', 'IBD', 'RA', 'SLE');5;0.49;1.38;3.27
('AUD', 'BILIARYCHIRROSIS', 'GOUT', 'SLE', 'SZC');12;1.4;3.24;3.27
('AUD', 'BILIARYCHIRROSIS', 'GOUT', 'PREECLAMPSIA', 'SLE');6;0.57;1.66;3.27
('BILIARYCHIRROSIS', 'BPD', 'PARKINSONS', 'SJOGRENS', 'SZC');6;0.57;1.66;3.27
('AUD', 'BILIARYCHIRROSIS', 'GOUT', 'PARKINSONS', 'SZC');6;0.57;1.66;3.27
('AUD', 'BILIARYCHIRROSIS', 'GOUT', 'PARKINSONS', 'SLE');6;0.57;1.66;3.27
('BILIARYCHIRROSIS', 'BPD', 'PARKINSONS', 'SJOGRENS', 'SLE');6;0.57;1.66;3.27
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'MS', 'PARKINSONS');8;0.91;2.17;3.27
('AUD', 'CUD', 'PREECLAMPSIA', 'SLE', 'SZC');6;0.57;1.66;3.27
('BILIARYCHIRROSIS', 'GOUT', 'MDD', 'PARKINSONS', 'RA');6;0.57;1.66;3.27
('ADHD', 'ASD', 'MS', 'PARKINSONS', 'SZC');5;0.49;1.38;3.27
('ADHD', 'ASD', 'MS', 'PARKINSONS', 'SLE');5;0.49;1.38;3.27
('BPD', 'MDD', 'PARKINSONS', 'PREECLAMPSIA', 'RA');13;1.48;3.52;3.27
('GDM', 'GOUT', 'RA', 'SLE');6;0.57;1.66;3.27
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'MDD', 'PREECLAMPSIA');15;1.64;4.08;3.27
('ADHD', 'ASD', 'MDD', 'PARKINSONS', 'SLE');5;0.49;1.38;3.27
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'RA');9;1.16;2.4;3.27
('AUD', 'BILIARYCHIRROSIS', 'IBD', 'SLE');8;0.91;2.17;3.27
('AUD', 'BPD', 'MS', 'PREECLAMPSIA', 'RA');9;1.16;2.4;3.27
('AUD', 'BILIARYCHIRROSIS', 'IBD', 'MS');5;0.49;1.38;3.27
('AUD', 'BPD', 'MDD', 'RA', 'SZC');30;5.21;7.58;3.27
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'MIGRAINE', 'PREECLAMPSIA', 'RA');6;0.57;1.66;3.27
('AUD', 'BPD', 'PTSD', 'RA', 'SLE');6;0.57;1.66;3.27
('AUD', 'BPD', 'PTSD', 'RA', 'SZC');6;0.57;1.66;3.27
('CUD', 'MDD', 'MS', 'PREECLAMPSIA', 'SLE');6;0.57;1.66;3.27
('AUD', 'BPD', 'GOUT', 'PARKINSONS', 'SLE');5;0.49;1.38;3.27
('BILIARYCHIRROSIS', 'BPD', 'SLE', 'SZC', 'THYROIDDISEASE');6;0.57;1.66;3.27
('GOUT', 'MS', 'SLE', 'SZC');43;8.37;10.6;3.27
('AUD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'SZC');39;6.62;9.9;3.27
('ASD', 'BPD', 'IBS');5;0.49;1.38;3.27
('ADHD', 'AUD', 'MDD', 'SLE', 'SZC');12;1.57;3.19;3.27
('AUD', 'BPD', 'CUD', 'MDD', 'SZC');6;0.57;1.66;3.27
('MDD', 'MS', 'RA', 'THYROIDDISEASE');6;0.57;1.66;3.27
('BILIARYCHIRROSIS', 'GOUT', 'SLE');98;19.61;23.97;3.27
('BPD', 'CUD', 'MDD');66;14.46;15.76;3.27
('BILIARYCHIRROSIS', 'CUD', 'MDD', 'MS', 'SZC');18;2.14;4.85;3.27
('ADHD', 'AUD', 'MS', 'SLE', 'SZC');15;2.32;3.88;3.27
('AUD', 'BILIARYCHIRROSIS', 'MS', 'SZC');81;17.59;19.4;3.27
('CUD', 'MDD', 'PREECLAMPSIA', 'RA', 'SZC');9;0.98;2.45;3.27
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'MDD', 'SZC');33;4.37;8.75;3.27
('ADHD', 'AUD', 'PREECLAMPSIA', 'RA', 'SZC');9;1.16;2.4;3.27
('MDD', 'MS', 'SLE', 'THYROIDDISEASE');6;0.57;1.66;3.27
('ADHD', 'AUD', 'PREECLAMPSIA', 'SLE', 'SZC');9;0.98;2.45;3.27
('BILIARYCHIRROSIS', 'CUD', 'MDD', 'PREECLAMPSIA', 'SZC');9;0.98;2.45;3.27
('BILIARYCHIRROSIS', 'CUD', 'MS', 'PARKINSONS', 'RA');5;0.49;1.38;3.27
('ADHD', 'ASD', 'MDD', 'PARKINSONS', 'SZC');5;0.49;1.38;3.27
('AUD', 'BILIARYCHIRROSIS', 'IBD', 'MS', 'SLE');5;0.49;1.38;3.27
('AUD', 'BILIARYCHIRROSIS', 'CUD', 'MS', 'PREECLAMPSIA');6;0.57;1.66;3.27
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'GOUT', 'MDD');5;0.49;1.38;3.27
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'GOUT', 'SLE');12;1.4;3.24;3.27
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'MIGRAINE');32;4.79;8.31;3.27
('BPD', 'MDD', 'PARKINSONS', 'SJOGRENS', 'SZC');6;0.57;1.66;3.27
('CUD', 'GOUT', 'RA', 'SZC');23;3.39;6.0;3.27
('AUD', 'BILIARYCHIRROSIS', 'CUD', 'PREECLAMPSIA', 'RA');6;0.57;1.66;3.27
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'MDD', 'RA');33;4.04;8.86;3.27
('AUD', 'BILIARYCHIRROSIS', 'CUD', 'MDD', 'SZC');6;0.57;1.66;3.27
('BPD', 'RA', 'SZC', 'THYROIDDISEASE');6;0.57;1.66;3.27
('ADHD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'PREECLAMPSIA', 'RA');12;1.32;3.27;3.27
('MDD', 'SJOGRENS');71;14.25;17.37;3.27
('BPD', 'SLE', 'SZC', 'THYROIDDISEASE');6;0.57;1.66;3.27
('BPD', 'MDD', 'PARKINSONS', 'SJOGRENS', 'SLE');6;0.57;1.66;3.27
('CHRONICPAIN', 'IBS', 'MDD', 'SZC');6;0.57;1.66;3.27
('ADHD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'PREECLAMPSIA', 'SZC');9;1.74;2.22;3.27
('BILIARYCHIRROSIS', 'GOUT', 'MS', 'PREECLAMPSIA', 'RA');5;0.49;1.38;3.27
('CHRONICPAIN', 'MDD', 'SZC', 'TOURETTES');9;1.24;2.37;3.27
('BILIARYCHIRROSIS', 'GOUT', 'MS', 'SZC', 'TOURETTES');5;0.49;1.38;3.27
('BILIARYCHIRROSIS', 'GOUT', 'MIGRAINE', 'MS', 'RA');8;0.91;2.17;3.27
('CUD', 'GOUT', 'MDD', 'MS');13;1.48;3.52;3.27
('BPD', 'PARKINSONS', 'SJOGRENS', 'SLE');6;0.57;1.66;3.27
('ADHD', 'ASD', 'BPD', 'PARKINSONS', 'SZC');12;1.32;3.27;3.27
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'GDM', 'RA');6;0.57;1.66;3.27
('BILIARYCHIRROSIS', 'GOUT', 'MDD', 'PREECLAMPSIA', 'RA');6;0.57;1.66;3.27
('MS', 'RA', 'SLE', 'SZC');236;50.91;56.52;3.27
('ADHD', 'BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'SLE');18;2.23;4.83;3.27
('AUD', 'BILIARYCHIRROSIS', 'CUD', 'SLE', 'SZC');8;0.91;2.17;3.27
('AUD', 'GOUT', 'MDD', 'SLE', 'SZC');5;0.49;1.38;3.27
('ADHD', 'BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'PREECLAMPSIA');9;0.98;2.45;3.27
('BPD', 'PARKINSONS', 'PREECLAMPSIA', 'SLE', 'SZC');23;3.65;5.93;3.26
('MDD', 'MS', 'SLE', 'SZC');111;25.47;26.26;3.26
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'MDD', 'PARKINSONS');8;0.99;2.15;3.26
('BILIARYCHIRROSIS', 'MDD', 'PREECLAMPSIA', 'SZC');75;15.19;18.35;3.26
('GOUT', 'MDD', 'RA');81;17.88;19.36;3.26
('ASD', 'MDD', 'PARKINSONS', 'RA', 'SLE');7;0.74;1.92;3.26
('BILIARYCHIRROSIS', 'CUD', 'PREECLAMPSIA', 'RA');15;2.4;3.86;3.26
('CUD', 'PREECLAMPSIA', 'RA', 'SLE', 'SZC');11;1.32;2.97;3.26
('CUD', 'MS', 'PREECLAMPSIA', 'RA', 'SZC');8;0.99;2.15;3.26
('ADHD', 'BILIARYCHIRROSIS', 'MS', 'SZC');122;27.8;28.88;3.26
('AUD', 'BPD', 'MS', 'PARKINSONS', 'RA');10;1.49;2.61;3.26
('ANOREXIA', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'RA', 'SLE');13;1.57;3.51;3.26
('BPD', 'PARKINSONS', 'RA', 'SLE');76;16.58;18.24;3.26
('ASD', 'PARKINSONS', 'RA', 'SZC');30;4.89;7.7;3.26
('BILIARYCHIRROSIS', 'BPD', 'GOUT', 'MIGRAINE', 'RA');7;0.74;1.92;3.26
('ASD', 'BPD', 'PREECLAMPSIA', 'RA', 'SLE');8;0.99;2.15;3.26
('BPD', 'MDD', 'PARKINSONS', 'RA', 'SLE');24;3.9;6.17;3.26
('BPD', 'GOUT', 'MDD', 'PREECLAMPSIA', 'SZC');7;0.74;1.92;3.26
('BPD', 'GOUT', 'MDD', 'PREECLAMPSIA', 'SLE');7;0.74;1.92;3.26
('AUD', 'MS', 'PARKINSONS', 'RA');25;4.65;6.24;3.26
('ASD', 'AUD', 'MDD', 'SLE');14;2.08;3.66;3.26
('BILIARYCHIRROSIS', 'BPD', 'MIGRAINE', 'RA', 'SLE');21;3.48;5.37;3.26
('AUD', 'BPD', 'TOURETTES');21;3.32;5.42;3.26
('GOUT', 'MS', 'RA', 'SZC');52;9.88;12.93;3.26
('AUD', 'BPD', 'PARKINSONS', 'PREECLAMPSIA', 'RA');7;0.74;1.92;3.26
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'MDD', 'PARKINSONS');8;0.99;2.15;3.26
('BILIARYCHIRROSIS', 'BPD', 'CUD', 'SLE', 'SZC');30;4.14;7.93;3.26
('AUD', 'PARKINSONS', 'PREECLAMPSIA', 'RA');13;1.66;3.48;3.26
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'MDD', 'PTSD');7;0.74;1.92;3.26
('AUD', 'RA', 'SLE', 'SZC');82;18.54;19.48;3.26
('AUD', 'BILIARYCHIRROSIS', 'GOUT', 'SLE');15;2.24;3.92;3.26
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'PARKINSONS');30;5.4;7.55;3.26
('BILIARYCHIRROSIS', 'CUD', 'MDD', 'MS', 'PREECLAMPSIA');7;0.74;1.92;3.26
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'MDD', 'MS', 'RA');10;1.49;2.61;3.26
('BILIARYCHIRROSIS', 'GDM', 'GOUT', 'SLE');7;0.74;1.92;3.26
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'MS', 'PARKINSONS');8;0.99;2.15;3.26
('BPD', 'GOUT', 'MDD', 'PARKINSONS', 'SLE');7;0.74;1.92;3.26
('BILIARYCHIRROSIS', 'MS', 'RA');606;141.56;142.59;3.26
('BPD', 'MDD', 'PARKINSONS', 'SLE', 'SZC');27;4.73;6.83;3.26
('CHRONICPAIN', 'CUD', 'MDD');33;4.3;8.8;3.26
('ASD', 'PARKINSONS');142;32.5;33.61;3.26
('BILIARYCHIRROSIS', 'MS', 'MYASTHENIAGRAVIS', 'RA');14;1.57;3.81;3.26
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'MS', 'PREECLAMPSIA');14;1.82;3.74;3.26
('ADHD', 'BPD', 'CHRONICPAIN', 'SZC');48;8.63;12.07;3.26
('BPD', 'GOUT', 'MS', 'SLE');42;5.54;11.17;3.26
('BILIARYCHIRROSIS', 'MDD', 'MIGRAINE', 'PREECLAMPSIA', 'SLE');11;1.49;2.92;3.26
('CHRONICPAIN', 'MS', 'PREECLAMPSIA', 'RA', 'SLE');7;0.74;1.92;3.26
('ADHD', 'CUD', 'MDD', 'RA', 'SLE');7;0.74;1.92;3.26
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'RA', 'SLE');44;9.28;10.64;3.26
('AUD', 'CUD', 'MS', 'RA', 'SLE');7;0.74;1.92;3.26
('AUD', 'CUD', 'MS', 'SLE', 'SZC');7;0.74;1.92;3.26
('ADHD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'MDD', 'RA');8;0.99;2.15;3.26
('BPD', 'GDM', 'GOUT', 'RA');7;0.74;1.92;3.26
('ASD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'RA');28;4.56;7.19;3.26
('BILIARYCHIRROSIS', 'MS', 'SZC', 'TOURETTES');29;5.07;7.35;3.26
('AUD', 'MDD', 'MS', 'PREECLAMPSIA', 'SZC');11;1.32;2.97;3.26
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'MS', 'RA');23;3.65;5.93;3.26
('BILIARYCHIRROSIS', 'GOUT', 'MDD', 'PARKINSONS', 'SZC');7;0.74;1.92;3.26
('BILIARYCHIRROSIS', 'MDD', 'PTSD', 'SLE', 'SZC');8;0.99;2.15;3.26
('ADHD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'MS', 'RA');11;1.32;2.97;3.26
('ASD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'SLE');14;1.91;3.71;3.26
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'MS', 'RA');35;6.81;8.66;3.26
('BILIARYCHIRROSIS', 'MDD', 'PTSD', 'RA', 'SLE');7;0.74;1.92;3.26
('ASD', 'CHRONICPAIN', 'PARKINSONS');17;2.31;4.5;3.26
('AUD', 'IBD', 'PREECLAMPSIA');7;0.74;1.92;3.26
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'PTSD', 'SLE');7;0.74;1.92;3.26
('AUD', 'BILIARYCHIRROSIS', 'GOUT', 'RA', 'SZC');8;0.99;2.15;3.26
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'PARKINSONS', 'SZC');26;4.39;6.62;3.26
('AUD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'RA', 'SLE');8;0.99;2.15;3.26
('ADHD', 'MDD', 'MIGRAINE', 'MS');25;4.07;6.43;3.26
('BILIARYCHIRROSIS', 'IBD', 'RA', 'SLE', 'SZC');8;0.99;2.15;3.26
('ADHD', 'ASD', 'BILIARYCHIRROSIS', 'PARKINSONS');14;1.99;3.68;3.26
('ASD', 'MS', 'PARKINSONS', 'RA');26;3.22;6.98;3.26
('ADHD', 'BILIARYCHIRROSIS', 'CUD', 'MDD', 'SLE');7;0.74;1.92;3.26
('ADHD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'PREECLAMPSIA', 'SLE');7;0.74;1.92;3.26
('ADHD', 'ASD', 'AUD', 'SZC');20;2.9;5.24;3.26
('ADHD', 'BILIARYCHIRROSIS', 'SZC', 'TOURETTES');29;4.23;7.6;3.26
('BPD', 'GOUT', 'MS', 'SZC');48;9.13;11.93;3.26
('AUD', 'MIGRAINE', 'MS', 'SZC');28;5.39;6.93;3.26
('ASD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'SLE', 'SZC');11;1.32;2.97;3.26
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'PTSD', 'SLE');7;0.74;1.92;3.26
('BPD', 'GOUT', 'PARKINSONS', 'RA', 'SZC');10;1.33;2.67;3.25
('MS', 'PARKINSONS', 'PREECLAMPSIA', 'RA');38;5.81;9.89;3.25
('AUD', 'MDD', 'PARKINSONS', 'SLE');15;2.75;3.77;3.25
('AUD', 'MS', 'SLE', 'SZC');49;11.11;11.65;3.25
('BILIARYCHIRROSIS', 'GOUT', 'PREECLAMPSIA', 'SLE');15;2.16;3.95;3.25
('BPD', 'CUD', 'PREECLAMPSIA', 'RA', 'SLE');7;0.83;1.9;3.25
('BPD', 'CUD', 'MS', 'SLE', 'SZC');16;2.16;4.26;3.25
('BILIARYCHIRROSIS', 'MS', 'PREECLAMPSIA', 'SZC');90;17.71;22.23;3.25
('CHRONICPAIN', 'MS', 'RA', 'SLE');31;5.83;7.75;3.25
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'SZC');232;53.73;54.8;3.25
('AUD', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');13;1.83;3.44;3.25
('BPD', 'MDD', 'PARKINSONS', 'PREECLAMPSIA', 'SZC');13;1.83;3.44;3.25
('ASD', 'AUD', 'CHRONICPAIN');17;2.32;4.51;3.25
('BILIARYCHIRROSIS', 'BPD', 'MS', 'PARKINSONS', 'SLE');28;3.9;7.41;3.25
('BPD', 'GOUT', 'PREECLAMPSIA', 'RA', 'SLE');11;1.24;3.0;3.25
('AUD', 'MDD', 'PREECLAMPSIA', 'RA');14;2.66;3.49;3.25
('MDD', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');18;2.66;4.72;3.25
('BILIARYCHIRROSIS', 'MDD', 'MIGRAINE', 'MS');29;5.66;7.19;3.25
('ASD', 'MS', 'PARKINSONS');33;6.32;8.21;3.25
('CUD', 'MDD', 'PREECLAMPSIA', 'RA');11;1.41;2.95;3.25
('BPD', 'GOUT', 'PREECLAMPSIA', 'SLE');12;1.91;3.1;3.25
('BILIARYCHIRROSIS', 'MDD', 'RA', 'SZC');223;52.98;52.39;3.25
('BILIARYCHIRROSIS', 'GOUT', 'MIGRAINE', 'MS', 'SZC');7;0.83;1.9;3.25
('CUD', 'MDD', 'MS', 'RA');21;3.16;5.49;3.25
('ADHD', 'MS', 'TOURETTES');27;4.83;6.83;3.25
('ADHD', 'ANOREXIA', 'BILIARYCHIRROSIS', 'MDD', 'RA');14;1.74;3.77;3.25
('ADHD', 'ANOREXIA', 'BILIARYCHIRROSIS', 'MS', 'SLE');7;0.83;1.9;3.25
('BILIARYCHIRROSIS', 'MIGRAINE', 'RA', 'SLE', 'SZC');26;4.65;6.56;3.25
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'PARKINSONS', 'SZC');23;5.07;5.52;3.25
('BILIARYCHIRROSIS', 'MDD', 'MS', 'PARKINSONS', 'PREECLAMPSIA');11;1.24;3.0;3.25
('ASD', 'SLE', 'SZC');143;32.18;34.07;3.25
('ADHD', 'ANOREXIA', 'BILIARYCHIRROSIS', 'MIGRAINE', 'SLE');7;0.83;1.9;3.25
('MDD', 'MS', 'PREECLAMPSIA', 'RA');47;7.06;12.28;3.25
('BILIARYCHIRROSIS', 'GOUT', 'PREECLAMPSIA', 'SLE', 'SZC');11;1.41;2.95;3.25
('AUD', 'BILIARYCHIRROSIS', 'GOUT');41;8.31;10.05;3.25
('BILIARYCHIRROSIS', 'GOUT', 'MIGRAINE', 'MS');8;1.08;2.13;3.25
('AUD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'PREECLAMPSIA', 'SZC');10;1.33;2.67;3.25
